age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,contactado_previamente,rango_edad
24,admin,single,high.school,no,no,no,cellular,julio,lunes,452,1.0,14.0,1,success,-1.7,94.215,-40.3,0.827,4991.6,1,1,Jóvenes (<30)
19,student,single,basic,no,no,yes,telephone,julio,lunes,567,1.0,6.0,2,success,-1.7,94.215,-40.3,0.827,4991.6,1,1,Jóvenes (<30)
59,retired,divorced,basic,no,yes,yes,cellular,julio,lunes,796,1.0,6.0,1,success,-1.7,94.215,-40.3,0.827,4991.6,1,1,Maduros (45-60)
28,blue-collar,single,high.school,no,no,no,cellular,julio,lunes,194,3.0,,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,0,0,Jóvenes (<30)
19,student,single,basic,no,yes,no,cellular,julio,lunes,236,2.0,,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,0,0,Jóvenes (<30)
62,technician,married,professional.course,no,no,no,cellular,julio,lunes,262,2.0,,2,failure,-1.7,94.215,-40.3,0.827,4991.6,1,0,Tercera Edad (60+)
62,technician,married,professional.course,no,yes,no,cellular,julio,lunes,248,1.0,,2,failure,-1.7,94.215,-40.3,0.827,4991.6,1,0,Tercera Edad (60+)
33,admin,single,university.degree,no,yes,no,cellular,julio,lunes,289,1.0,,1,failure,-1.7,94.215,-40.3,0.827,4991.6,0,0,Adultos (30-45)
27,admin,single,university.degree,unknown,no,no,cellular,julio,lunes,200,6.0,,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,0,0,Jóvenes (<30)
28,student,single,high.school,no,yes,no,cellular,julio,lunes,250,2.0,6.0,1,success,-1.7,94.215,-40.3,0.827,4991.6,1,1,Jóvenes (<30)
29,admin,married,university.degree,no,yes,yes,cellular,julio,martes,256,2.0,6.0,1,success,-1.7,94.215,-40.3,0.835,4991.6,0,1,Jóvenes (<30)
73,retired,married,basic,no,yes,no,cellular,julio,martes,305,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,1,0,Tercera Edad (60+)
29,admin,single,high.school,no,no,no,cellular,julio,martes,195,2.0,3.0,3,success,-1.7,94.215,-40.3,0.835,4991.6,1,1,Jóvenes (<30)
22,services,single,professional.course,no,no,no,cellular,julio,martes,363,1.0,,1,failure,-1.7,94.215,-40.3,0.835,4991.6,1,0,Jóvenes (<30)
83,retired,married,university.degree,no,yes,no,cellular,julio,martes,178,1.0,6.0,2,success,-1.7,94.215,-40.3,0.835,4991.6,1,1,Tercera Edad (60+)
32,services,married,basic,no,yes,yes,telephone,julio,martes,35,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,0,0,Adultos (30-45)
83,retired,married,university.degree,no,no,no,telephone,julio,martes,617,1.0,12.0,1,success,-1.7,94.215,-40.3,0.835,4991.6,1,1,Tercera Edad (60+)
66,retired,married,high.school,no,no,no,cellular,julio,martes,475,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,1,0,Tercera Edad (60+)
66,retired,married,high.school,no,yes,no,cellular,julio,martes,317,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,1,0,Tercera Edad (60+)
29,admin,married,university.degree,no,yes,no,cellular,julio,martes,88,1.0,,2,failure,-1.7,94.215,-40.3,0.835,4991.6,0,0,Jóvenes (<30)
29,admin,married,university.degree,no,yes,no,cellular,julio,martes,311,1.0,3.0,1,success,-1.7,94.215,-40.3,0.835,4991.6,1,1,Jóvenes (<30)
24,student,single,high.school,no,yes,yes,cellular,julio,martes,316,3.0,,1,failure,-1.7,94.215,-40.3,0.835,4991.6,0,0,Jóvenes (<30)
31,unemployed,single,university.degree,no,yes,no,cellular,julio,martes,309,1.0,6.0,3,success,-1.7,94.215,-40.3,0.835,4991.6,1,1,Adultos (30-45)
35,technician,single,professional.course,no,yes,no,cellular,julio,martes,337,1.0,6.0,1,success,-1.7,94.215,-40.3,0.835,4991.6,1,1,Adultos (30-45)
35,technician,single,professional.course,no,yes,no,cellular,julio,martes,360,1.0,11.0,2,success,-1.7,94.215,-40.3,0.835,4991.6,1,1,Adultos (30-45)
22,services,single,professional.course,no,no,no,cellular,julio,martes,256,3.0,,1,failure,-1.7,94.215,-40.3,0.835,4991.6,1,0,Jóvenes (<30)
73,retired,married,basic,no,yes,yes,telephone,julio,martes,538,2.0,,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,0,0,Tercera Edad (60+)
29,blue-collar,single,basic,no,yes,no,telephone,julio,martes,151,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,0,0,Jóvenes (<30)
35,technician,single,professional.course,no,yes,no,cellular,julio,martes,577,6.0,6.0,1,success,-1.7,94.215,-40.3,0.835,4991.6,1,1,Adultos (30-45)
29,admin,single,high.school,no,yes,no,cellular,julio,martes,272,3.0,6.0,1,success,-1.7,94.215,-40.3,0.835,4991.6,1,1,Jóvenes (<30)
32,technician,divorced,professional.course,no,yes,no,telephone,julio,miércoles,18,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,0,0,Adultos (30-45)
53,blue-collar,single,basic,no,no,no,telephone,julio,miércoles,413,1.0,6.0,2,success,-1.7,94.215,-40.3,0.84,4991.6,1,1,Maduros (45-60)
30,student,single,professional.course,no,yes,no,cellular,julio,miércoles,334,4.0,,2,failure,-1.7,94.215,-40.3,0.84,4991.6,1,0,Jóvenes (<30)
31,admin,single,high.school,no,yes,no,cellular,julio,miércoles,91,1.0,,1,failure,-1.7,94.215,-40.3,0.84,4991.6,0,0,Adultos (30-45)
29,technician,single,basic,no,yes,no,cellular,julio,miércoles,603,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,1,0,Jóvenes (<30)
53,blue-collar,single,basic,no,yes,no,cellular,julio,miércoles,355,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,1,0,Maduros (45-60)
45,management,married,university.degree,no,yes,no,cellular,julio,miércoles,817,2.0,,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,1,0,Adultos (30-45)
29,technician,single,professional.course,no,yes,no,cellular,julio,miércoles,133,3.0,,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,0,0,Jóvenes (<30)
29,technician,single,basic,no,yes,no,telephone,julio,miércoles,247,1.0,6.0,1,success,-1.7,94.215,-40.3,0.84,4991.6,1,1,Jóvenes (<30)
78,retired,married,basic,no,yes,no,cellular,julio,miércoles,203,1.0,,1,failure,-1.7,94.215,-40.3,0.84,4991.6,0,0,Tercera Edad (60+)
29,admin,single,university.degree,no,yes,no,cellular,julio,miércoles,276,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,1,0,Jóvenes (<30)
34,services,married,basic,no,no,no,cellular,julio,miércoles,604,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,1,0,Adultos (30-45)
53,blue-collar,single,basic,no,yes,no,telephone,julio,miércoles,897,2.0,,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,1,0,Maduros (45-60)
35,admin,married,university.degree,no,yes,no,cellular,julio,miércoles,287,2.0,,1,failure,-1.7,94.215,-40.3,0.84,4991.6,1,0,Adultos (30-45)
34,services,married,basic,no,yes,yes,cellular,julio,miércoles,86,3.0,,1,failure,-1.7,94.215,-40.3,0.84,4991.6,0,0,Adultos (30-45)
30,student,single,professional.course,no,yes,no,telephone,julio,miércoles,343,6.0,,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,0,0,Jóvenes (<30)
78,retired,married,basic,no,yes,no,cellular,julio,miércoles,87,3.0,,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,1,0,Tercera Edad (60+)
44,blue-collar,divorced,basic,no,no,no,telephone,julio,miércoles,71,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,0,0,Adultos (30-45)
23,blue-collar,single,basic,no,yes,no,cellular,julio,jueves,268,5.0,,1,failure,-1.7,94.215,-40.3,0.846,4991.6,1,0,Jóvenes (<30)
27,blue-collar,single,high.school,no,yes,no,cellular,julio,jueves,185,5.0,,2,failure,-1.7,94.215,-40.3,0.846,4991.6,0,0,Jóvenes (<30)
52,technician,married,basic,no,yes,no,cellular,julio,jueves,219,1.0,3.0,1,success,-1.7,94.215,-40.3,0.846,4991.6,1,1,Maduros (45-60)
50,management,married,university.degree,no,yes,no,cellular,julio,jueves,367,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,1,0,Maduros (45-60)
37,services,married,high.school,no,no,no,cellular,julio,jueves,346,1.0,6.0,2,success,-1.7,94.215,-40.3,0.846,4991.6,1,1,Adultos (30-45)
28,services,single,high.school,no,yes,no,cellular,julio,jueves,957,1.0,6.0,1,success,-1.7,94.215,-40.3,0.846,4991.6,1,1,Jóvenes (<30)
32,services,single,high.school,no,no,yes,cellular,julio,jueves,415,2.0,,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,1,0,Adultos (30-45)
30,admin,single,university.degree,no,no,no,cellular,julio,jueves,252,1.0,6.0,2,success,-1.7,94.215,-40.3,0.846,4991.6,1,1,Jóvenes (<30)
28,self-employed,single,university.degree,no,no,no,cellular,julio,jueves,178,1.0,,2,failure,-1.7,94.215,-40.3,0.846,4991.6,0,0,Jóvenes (<30)
32,admin,single,university.degree,no,yes,no,cellular,julio,jueves,250,2.0,6.0,1,success,-1.7,94.215,-40.3,0.846,4991.6,0,1,Adultos (30-45)
20,student,single,basic,no,yes,no,cellular,julio,jueves,361,3.0,6.0,3,success,-1.7,94.215,-40.3,0.846,4991.6,1,1,Jóvenes (<30)
80,retired,married,basic,no,no,no,telephone,julio,jueves,552,2.0,,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,1,0,Tercera Edad (60+)
70,retired,divorced,basic,no,no,no,cellular,julio,jueves,390,2.0,6.0,2,success,-1.7,94.215,-40.3,0.846,4991.6,1,1,Tercera Edad (60+)
35,admin,married,university.degree,no,no,no,cellular,julio,jueves,951,2.0,6.0,1,success,-1.7,94.215,-40.3,0.846,4991.6,1,1,Adultos (30-45)
23,blue-collar,single,basic,no,no,no,cellular,julio,jueves,250,4.0,,1,failure,-1.7,94.215,-40.3,0.846,4991.6,1,0,Jóvenes (<30)
32,admin,single,university.degree,no,yes,no,cellular,julio,jueves,210,2.0,15.0,1,success,-1.7,94.215,-40.3,0.846,4991.6,0,1,Adultos (30-45)
28,self-employed,single,university.degree,no,yes,no,cellular,julio,jueves,198,2.0,,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,1,0,Jóvenes (<30)
47,admin,single,basic,no,yes,yes,cellular,julio,jueves,392,2.0,6.0,1,success,-1.7,94.215,-40.3,0.846,4991.6,1,1,Maduros (45-60)
38,technician,married,professional.course,no,no,no,cellular,julio,jueves,561,2.0,,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,0,0,Adultos (30-45)
54,retired,single,basic,no,yes,no,cellular,julio,jueves,392,4.0,,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,0,0,Maduros (45-60)
63,retired,married,basic,no,yes,no,cellular,julio,jueves,261,1.0,6.0,1,success,-1.7,94.215,-40.3,0.846,4991.6,0,1,Tercera Edad (60+)
31,admin,single,university.degree,no,yes,no,cellular,julio,viernes,815,2.0,13.0,2,success,-1.7,94.215,-40.3,0.861,4991.6,1,1,Adultos (30-45)
26,technician,single,university.degree,no,no,no,cellular,julio,viernes,129,2.0,6.0,1,success,-1.7,94.215,-40.3,0.861,4991.6,0,1,Jóvenes (<30)
32,admin,single,university.degree,no,no,no,cellular,julio,viernes,184,1.0,9.0,3,failure,-1.7,94.215,-40.3,0.861,4991.6,0,1,Adultos (30-45)
44,admin,married,university.degree,no,no,no,cellular,julio,viernes,745,1.0,,1,failure,-1.7,94.215,-40.3,0.861,4991.6,1,0,Adultos (30-45)
31,admin,married,high.school,no,no,no,cellular,julio,viernes,136,6.0,,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,0,0,Adultos (30-45)
60,admin,married,university.degree,no,no,no,cellular,julio,viernes,316,1.0,6.0,2,success,-1.7,94.215,-40.3,0.861,4991.6,1,1,Maduros (45-60)
51,admin,married,university.degree,no,no,yes,cellular,julio,viernes,486,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,1,0,Maduros (45-60)
31,admin,married,high.school,no,yes,yes,cellular,julio,viernes,44,4.0,,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,0,0,Adultos (30-45)
43,technician,divorced,professional.course,no,no,no,cellular,julio,viernes,377,1.0,,1,failure,-1.7,94.215,-40.3,0.861,4991.6,0,0,Adultos (30-45)
31,admin,married,university.degree,no,no,no,cellular,julio,viernes,106,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,0,0,Adultos (30-45)
27,admin,single,high.school,no,yes,no,telephone,julio,viernes,7,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,0,0,Jóvenes (<30)
29,admin,single,high.school,no,yes,no,cellular,julio,viernes,268,2.0,6.0,1,success,-1.7,94.215,-40.3,0.861,4991.6,1,1,Jóvenes (<30)
26,technician,single,university.degree,no,yes,no,cellular,julio,viernes,806,3.0,6.0,2,success,-1.7,94.215,-40.3,0.861,4991.6,1,1,Jóvenes (<30)
32,management,single,university.degree,no,no,no,cellular,julio,viernes,237,2.0,,1,failure,-1.7,94.215,-40.3,0.861,4991.6,0,0,Adultos (30-45)
51,admin,married,university.degree,no,no,yes,cellular,julio,viernes,73,4.0,,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,0,0,Maduros (45-60)
44,admin,single,high.school,no,no,yes,telephone,julio,viernes,12,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,0,0,Adultos (30-45)
59,technician,married,professional.course,no,yes,no,cellular,julio,viernes,457,2.0,15.0,1,success,-1.7,94.215,-40.3,0.861,4991.6,1,1,Maduros (45-60)
21,housemaid,single,high.school,no,no,no,cellular,julio,viernes,222,2.0,,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,0,0,Jóvenes (<30)
54,admin,married,university.degree,no,no,yes,cellular,julio,viernes,84,5.0,,2,failure,-1.7,94.215,-40.3,0.861,4991.6,0,0,Maduros (45-60)
22,admin,single,university.degree,no,yes,no,telephone,julio,lunes,484,1.0,,2,failure,-1.7,94.215,-40.3,0.87,4991.6,1,0,Jóvenes (<30)
56,technician,married,professional.course,no,yes,no,cellular,julio,lunes,207,2.0,13.0,1,success,-1.7,94.215,-40.3,0.87,4991.6,1,1,Maduros (45-60)
49,technician,divorced,professional.course,no,yes,no,cellular,julio,lunes,253,3.0,15.0,1,success,-1.7,94.215,-40.3,0.87,4991.6,1,1,Maduros (45-60)
78,retired,married,basic,no,no,no,cellular,julio,lunes,1148,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,1,0,Tercera Edad (60+)
72,retired,married,basic,no,yes,no,cellular,julio,lunes,128,2.0,,1,failure,-1.7,94.215,-40.3,0.87,4991.6,0,0,Tercera Edad (60+)
72,retired,married,basic,no,yes,no,cellular,julio,lunes,268,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,1,0,Tercera Edad (60+)
78,retired,married,basic,no,yes,no,cellular,julio,lunes,173,2.0,,1,failure,-1.7,94.215,-40.3,0.87,4991.6,1,0,Tercera Edad (60+)
56,technician,married,professional.course,no,no,no,cellular,julio,lunes,230,2.0,,1,failure,-1.7,94.215,-40.3,0.87,4991.6,1,0,Maduros (45-60)
56,unemployed,divorced,basic,no,yes,no,cellular,julio,lunes,187,6.0,,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,1,0,Maduros (45-60)
66,retired,married,basic,no,yes,no,cellular,julio,lunes,568,6.0,,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,1,0,Tercera Edad (60+)
78,retired,married,basic,no,yes,no,cellular,julio,lunes,212,1.0,13.0,2,success,-1.7,94.215,-40.3,0.87,4991.6,1,1,Tercera Edad (60+)
29,admin,married,university.degree,no,yes,no,cellular,julio,lunes,173,3.0,,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,1,0,Jóvenes (<30)
30,technician,married,university.degree,no,yes,yes,cellular,julio,lunes,204,4.0,,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,1,0,Jóvenes (<30)
28,technician,single,university.degree,no,no,no,cellular,julio,martes,146,3.0,6.0,2,success,-1.7,94.215,-40.3,0.876,4991.6,0,1,Jóvenes (<30)
28,services,single,high.school,no,yes,no,cellular,julio,martes,192,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.876,4991.6,0,0,Jóvenes (<30)
66,housemaid,married,basic,no,no,yes,cellular,julio,martes,296,1.0,,1,failure,-1.7,94.215,-40.3,0.876,4991.6,0,0,Tercera Edad (60+)
29,technician,single,professional.course,no,no,yes,cellular,julio,martes,178,2.0,15.0,2,failure,-1.7,94.215,-40.3,0.876,4991.6,1,1,Jóvenes (<30)
54,admin,married,basic,no,yes,no,cellular,julio,martes,174,2.0,13.0,2,success,-1.7,94.215,-40.3,0.876,4991.6,0,1,Maduros (45-60)
28,technician,single,university.degree,no,yes,no,cellular,julio,martes,175,5.0,,0,nonexistent,-1.7,94.215,-40.3,0.876,4991.6,0,0,Jóvenes (<30)
23,student,single,high.school,no,no,no,cellular,julio,martes,165,2.0,16.0,1,success,-1.7,94.215,-40.3,0.876,4991.6,1,1,Jóvenes (<30)
35,blue-collar,married,high.school,no,yes,no,telephone,julio,martes,7,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.876,4991.6,0,0,Adultos (30-45)
62,retired,married,high.school,no,no,no,cellular,julio,martes,355,2.0,,0,nonexistent,-1.7,94.215,-40.3,0.876,4991.6,1,0,Tercera Edad (60+)
23,unemployed,single,high.school,no,no,no,telephone,julio,martes,7,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.876,4991.6,0,0,Jóvenes (<30)
38,admin,married,high.school,no,no,no,telephone,julio,martes,5,1.0,,1,failure,-1.7,94.215,-40.3,0.876,4991.6,0,0,Adultos (30-45)
48,technician,married,professional.course,no,no,no,cellular,julio,martes,288,1.0,,1,failure,-1.7,94.215,-40.3,0.876,4991.6,0,0,Maduros (45-60)
66,housemaid,married,basic,no,no,no,telephone,julio,martes,1008,2.0,,0,nonexistent,-1.7,94.215,-40.3,0.876,4991.6,1,0,Tercera Edad (60+)
23,admin,single,university.degree,no,yes,no,cellular,julio,miércoles,104,1.0,,2,failure,-1.7,94.215,-40.3,0.881,4991.6,0,0,Jóvenes (<30)
82,housemaid,divorced,basic,no,no,no,cellular,julio,miércoles,316,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.881,4991.6,1,0,Tercera Edad (60+)
72,retired,married,basic,no,no,no,cellular,julio,miércoles,338,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.881,4991.6,0,0,Tercera Edad (60+)
72,retired,married,basic,no,yes,no,cellular,julio,miércoles,143,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.881,4991.6,1,0,Tercera Edad (60+)
37,unemployed,single,university.degree,no,yes,yes,cellular,julio,miércoles,314,1.0,5.0,2,success,-1.7,94.215,-40.3,0.881,4991.6,1,1,Adultos (30-45)
21,student,single,basic,no,no,no,telephone,julio,jueves,5,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,0,0,Jóvenes (<30)
24,technician,single,professional.course,no,yes,no,cellular,julio,jueves,355,2.0,3.0,1,success,-1.7,94.215,-40.3,0.884,4991.6,1,1,Jóvenes (<30)
71,retired,married,professional.course,no,yes,no,cellular,julio,jueves,115,3.0,,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,0,0,Tercera Edad (60+)
52,admin,married,university.degree,no,yes,yes,cellular,julio,jueves,942,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,1,0,Maduros (45-60)
24,services,single,high.school,no,yes,no,cellular,julio,jueves,355,1.0,11.0,2,success,-1.7,94.215,-40.3,0.884,4991.6,1,1,Jóvenes (<30)
43,technician,married,professional.course,no,yes,no,cellular,julio,jueves,1193,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,1,0,Adultos (30-45)
64,admin,married,high.school,no,no,no,cellular,julio,jueves,368,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,1,0,Tercera Edad (60+)
45,management,married,university.degree,no,yes,no,cellular,julio,jueves,138,2.0,6.0,2,success,-1.7,94.215,-40.3,0.884,4991.6,1,1,Adultos (30-45)
40,management,married,university.degree,no,yes,no,cellular,julio,jueves,321,4.0,,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,1,0,Adultos (30-45)
30,admin,single,university.degree,no,yes,no,cellular,julio,jueves,248,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,1,0,Jóvenes (<30)
34,technician,single,basic,no,no,no,telephone,julio,jueves,23,1.0,,1,failure,-1.7,94.215,-40.3,0.884,4991.6,0,0,Adultos (30-45)
29,self-employed,single,university.degree,no,no,no,telephone,julio,jueves,24,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,0,0,Jóvenes (<30)
60,admin,married,basic,no,no,no,cellular,julio,jueves,174,2.0,25.0,2,failure,-1.7,94.215,-40.3,0.884,4991.6,1,1,Maduros (45-60)
24,services,single,high.school,no,yes,no,cellular,julio,jueves,860,2.0,9.0,2,failure,-1.7,94.215,-40.3,0.884,4991.6,1,1,Jóvenes (<30)
56,services,married,high.school,no,yes,no,cellular,julio,jueves,427,2.0,,1,failure,-1.7,94.215,-40.3,0.884,4991.6,0,0,Maduros (45-60)
45,management,married,university.degree,no,no,yes,telephone,julio,jueves,171,2.0,,1,failure,-1.7,94.215,-40.3,0.884,4991.6,0,0,Adultos (30-45)
31,student,single,university.degree,no,no,no,cellular,julio,viernes,608,3.0,6.0,2,success,-1.7,94.215,-40.3,0.885,4991.6,1,1,Adultos (30-45)
59,management,married,basic,no,yes,no,cellular,julio,viernes,351,3.0,,0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,1,0,Maduros (45-60)
42,admin,single,university.degree,no,no,no,cellular,julio,viernes,366,6.0,,0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,1,0,Adultos (30-45)
31,student,single,university.degree,no,yes,yes,cellular,julio,viernes,350,2.0,,0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,1,0,Adultos (30-45)
32,technician,single,university.degree,no,no,no,cellular,julio,viernes,125,1.0,3.0,2,success,-1.7,94.215,-40.3,0.885,4991.6,0,1,Adultos (30-45)
24,technician,married,professional.course,no,no,no,cellular,julio,viernes,192,4.0,26.0,1,success,-1.7,94.215,-40.3,0.885,4991.6,1,1,Jóvenes (<30)
42,admin,single,university.degree,no,yes,no,cellular,julio,viernes,513,1.0,,2,failure,-1.7,94.215,-40.3,0.885,4991.6,1,0,Adultos (30-45)
26,admin,single,high.school,no,yes,no,cellular,julio,viernes,251,1.0,,1,failure,-1.7,94.215,-40.3,0.885,4991.6,1,0,Jóvenes (<30)
26,admin,single,university.degree,no,no,no,cellular,julio,viernes,196,1.0,9.0,3,failure,-1.7,94.215,-40.3,0.885,4991.6,1,1,Jóvenes (<30)
63,admin,married,university.degree,no,yes,no,cellular,julio,viernes,396,2.0,,0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,1,0,Tercera Edad (60+)
29,admin,single,university.degree,no,yes,no,cellular,julio,lunes,110,2.0,,1,failure,-1.7,94.215,-40.3,0.889,4991.6,0,0,Jóvenes (<30)
35,blue-collar,married,basic,no,yes,no,cellular,julio,lunes,275,1.0,6.0,2,success,-1.7,94.215,-40.3,0.889,4991.6,1,1,Adultos (30-45)
51,technician,married,high.school,no,no,no,cellular,julio,lunes,284,1.0,6.0,3,success,-1.7,94.215,-40.3,0.889,4991.6,1,1,Maduros (45-60)
65,management,married,university.degree,no,yes,no,cellular,julio,lunes,183,1.0,,2,failure,-1.7,94.215,-40.3,0.889,4991.6,1,0,Tercera Edad (60+)
29,admin,married,university.degree,no,no,no,telephone,julio,lunes,7,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.889,4991.6,0,0,Jóvenes (<30)
31,admin,married,university.degree,no,no,no,telephone,julio,lunes,7,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.889,4991.6,0,0,Adultos (30-45)
52,technician,single,professional.course,no,no,no,telephone,julio,lunes,84,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.889,4991.6,0,0,Maduros (45-60)
34,admin,single,university.degree,no,yes,yes,telephone,julio,lunes,4,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.889,4991.6,0,0,Adultos (30-45)
27,blue-collar,single,basic,no,no,no,telephone,julio,lunes,9,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.889,4991.6,0,0,Jóvenes (<30)
35,admin,married,university.degree,no,no,no,cellular,julio,lunes,768,2.0,3.0,4,success,-1.7,94.215,-40.3,0.889,4991.6,0,1,Adultos (30-45)
68,retired,married,university.degree,no,yes,no,cellular,julio,lunes,546,2.0,,1,failure,-1.7,94.215,-40.3,0.889,4991.6,1,0,Tercera Edad (60+)
68,retired,married,university.degree,no,no,no,cellular,julio,lunes,414,2.0,12.0,1,success,-1.7,94.215,-40.3,0.889,4991.6,1,1,Tercera Edad (60+)
61,admin,married,university.degree,no,yes,yes,cellular,julio,lunes,109,3.0,,1,failure,-1.7,94.215,-40.3,0.889,4991.6,0,0,Tercera Edad (60+)
24,technician,single,professional.course,no,yes,no,cellular,julio,lunes,607,3.0,13.0,1,success,-1.7,94.215,-40.3,0.889,4991.6,1,1,Jóvenes (<30)
84,retired,divorced,basic,no,yes,yes,cellular,julio,martes,666,1.0,3.0,2,success,-1.7,94.215,-40.3,0.893,4991.6,1,1,Tercera Edad (60+)
32,admin,single,university.degree,no,no,no,cellular,julio,martes,527,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.893,4991.6,1,0,Adultos (30-45)
32,admin,single,university.degree,no,yes,no,cellular,julio,martes,206,1.0,,1,failure,-1.7,94.215,-40.3,0.893,4991.6,0,0,Adultos (30-45)
23,student,single,high.school,no,no,no,cellular,julio,martes,267,1.0,,2,failure,-1.7,94.215,-40.3,0.893,4991.6,1,0,Jóvenes (<30)
52,admin,married,professional.course,no,no,no,cellular,julio,martes,606,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.893,4991.6,1,0,Maduros (45-60)
23,technician,single,professional.course,no,yes,no,telephone,julio,martes,9,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.893,4991.6,0,0,Jóvenes (<30)
33,admin,single,university.degree,no,no,no,telephone,julio,martes,5,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.893,4991.6,0,0,Adultos (30-45)
28,technician,single,professional.course,no,no,yes,telephone,julio,martes,5,1.0,,0,nonexistent,-1.7,94.215,-40.3,0.893,4991.6,0,0,Jóvenes (<30)
52,admin,married,professional.course,no,yes,yes,cellular,julio,martes,139,2.0,6.0,1,success,-1.7,94.215,-40.3,0.893,4991.6,0,1,Maduros (45-60)
28,technician,single,professional.course,no,yes,no,cellular,julio,martes,167,2.0,6.0,1,success,-1.7,94.215,-40.3,0.893,4991.6,0,1,Jóvenes (<30)
52,admin,married,professional.course,no,yes,yes,cellular,julio,martes,287,2.0,6.0,1,success,-1.7,94.215,-40.3,0.893,4991.6,1,1,Maduros (45-60)
77,retired,married,basic,no,yes,no,cellular,julio,martes,218,2.0,3.0,1,success,-1.7,94.215,-40.3,0.893,4991.6,1,1,Tercera Edad (60+)
